rok;teryt;powiat;wojewodztwo;pow_grodzki
2000;461;Bydgoszcz;kujawsko-pomorskie;1
2000;462;Grudziądz;kujawsko-pomorskie;1
2000;463;Toruń;kujawsko-pomorskie;1
2000;464;Włocławek;kujawsko-pomorskie;1
2000;601;bialski;lubelskie;0
2000;602;biłgorajski;lubelskie;0
2000;603;chełmski;lubelskie;0
2000;605;janowski;lubelskie;0
2000;607;kraśnicki;lubelskie;0
2000;608;lubartowski;lubelskie;0
2000;609;lubelski;lubelskie;0
2000;610;łęczyński;lubelskie;0
2000;611;łukowski;lubelskie;0
2000;612;opolski;lubelskie;0
2000;613;parczewski;lubelskie;0
2000;614;puławski;lubelskie;0
2000;615;radzyński;lubelskie;0
2000;616;rycki;lubelskie;0
2000;617;świdnicki;lubelskie;0
2000;618;tomaszowski;lubelskie;0
2000;619;włodawski;lubelskie;0
2000;620;zamojski;lubelskie;0
2000;662;Chełm;lubelskie;1
2000;663;Lublin;lubelskie;1
2000;664;Zamość;lubelskie;1
2000;801;gorzowski;lubuskie;0
2000;802;krośnieński;lubuskie;0
2000;803;międzyrzecki;lubuskie;0
2000;804;nowosolski;lubuskie;0
2000;805;słubicki;lubuskie;0
2000;806;strzelecko-drezdenecki;lubuskie;0
2000;807;sulęciński;lubuskie;0
2000;810;żagański;lubuskie;0
2000;811;żarski;lubuskie;0
2000;812;wschowski;lubuskie;0
2000;861;Gorzów Wielkopolski;lubuskie;1
2000;862;Zielona Góra;lubuskie;1
2000;1001;bełchatowski;łódzkie;0
2000;1002;kutnowski;łódzkie;0
2000;1003;łaski;łódzkie;0
2000;1004;łęczycki;łódzkie;0
2000;1005;łowicki;łódzkie;0
2000;1006;łódzki wschodni;łódzkie;0
2000;1007;opoczyński;łódzkie;0
2000;1008;pabianicki;łódzkie;0
2000;1009;pajęczański;łódzkie;0
2000;1010;piotrkowski;łódzkie;0
2000;1011;poddębicki;łódzkie;0
2000;1013;rawski;łódzkie;0
2000;1014;sieradzki;łódzkie;0
2000;1016;tomaszowski;łódzkie;0
2000;1017;wieluński;łódzkie;0
2000;1018;wieruszowski;łódzkie;0
2000;1020;zgierski;łódzkie;0
2000;1061;Łódź;łódzkie;1
2000;1062;Piotrków Trybunalski;łódzkie;1
2000;1063;Skierniewice;łódzkie;1
2000;1201;bocheński;małopolskie;0
2000;1202;brzeski;małopolskie;0
2000;1203;chrzanowski;małopolskie;0
2000;1204;dąbrowski;małopolskie;0
2000;1205;gorlicki;małopolskie;0
2000;1206;krakowski;małopolskie;0
2000;1207;limanowski;małopolskie;0
2000;1208;miechowski;małopolskie;0
2000;1209;myślenicki;małopolskie;0
2000;206;jeleniogórski;dolnośląskie;0
2000;604;hrubieszowski;lubelskie;0
2000;606;krasnostawski;lubelskie;0
2000;808;świebodziński;lubuskie;0
2000;809;zielonogórski;lubuskie;0
2000;1015;skierniewicki;łódzkie;0
2000;1019;zduńskowolski;łódzkie;0
2000;202;dzierżoniowski;dolnośląskie;0
2000;207;kamiennogórski;dolnośląskie;0
2000;401;aleksandrowski;kujawsko-pomorskie;0
2000;661;Biała Podlaska;lubelskie;1
2000;1012;radomszczański;łódzkie;0
2000;1210;nowosądecki;małopolskie;0
2000;1211;nowotarski;małopolskie;0
2000;1212;olkuski;małopolskie;0
2000;1213;oświęcimski;małopolskie;0
2000;1214;proszowicki;małopolskie;0
2000;1215;suski;małopolskie;0
2000;1216;tarnowski;małopolskie;0
2000;1217;tatrzański;małopolskie;0
2000;1218;wadowicki;małopolskie;0
2000;1219;wielicki;małopolskie;0
2000;1261;Kraków;małopolskie;1
2000;1262;Nowy Sącz;małopolskie;1
2000;1263;Tarnów;małopolskie;1
2000;1401;białobrzeski;mazowieckie;0
2000;1402;ciechanowski;mazowieckie;0
2000;1403;garwoliński;mazowieckie;0
2000;1404;gostyniński;mazowieckie;0
2000;1405;grodziski;mazowieckie;0
2000;1406;grójecki;mazowieckie;0
2000;1407;kozienicki;mazowieckie;0
2000;1408;legionowski;mazowieckie;0
2000;1409;lipski;mazowieckie;0
2000;1410;łosicki;mazowieckie;0
2000;1411;makowski;mazowieckie;0
2000;1412;miński;mazowieckie;0
2000;1413;mławski;mazowieckie;0
2000;1414;nowodworski;mazowieckie;0
2000;1415;ostrołęcki;mazowieckie;0
2000;1416;ostrowski;mazowieckie;0
2000;1417;otwocki;mazowieckie;0
2000;1418;piaseczyński;mazowieckie;0
2000;1419;płocki;mazowieckie;0
2000;1420;płoński;mazowieckie;0
2000;1421;pruszkowski;mazowieckie;0
2000;1422;przasnyski;mazowieckie;0
2000;1423;przysuski;mazowieckie;0
2000;1424;pułtuski;mazowieckie;0
2000;1425;radomski;mazowieckie;0
2000;1426;siedlecki;mazowieckie;0
2000;1427;sierpecki;mazowieckie;0
2000;1428;sochaczewski;mazowieckie;0
2000;1429;sokołowski;mazowieckie;0
2000;1430;szydłowiecki;mazowieckie;0
2000;1432;warszawski zachodni;mazowieckie;0
2000;1433;węgrowski;mazowieckie;0
2000;1434;wołomiński;mazowieckie;0
2000;1435;wyszkowski;mazowieckie;0
2000;1436;zwoleński;mazowieckie;0
2000;1437;żuromiński;mazowieckie;0
2000;1438;żyrardowski;mazowieckie;0
2000;1461;Ostrołęka;mazowieckie;1
2000;1462;Płock;mazowieckie;1
2000;1463;Radom;mazowieckie;1
2000;1464;Siedlce;mazowieckie;1
2000;1601;brzeski;opolskie;0
2000;1602;głubczycki;opolskie;0
2000;1603;kędzierzyńsko-kozielski;opolskie;0
2000;1604;kluczborski;opolskie;0
2000;1605;krapkowicki;opolskie;0
2000;1606;namysłowski;opolskie;0
2000;1607;nyski;opolskie;0
2000;1608;oleski;opolskie;0
2000;1609;opolski;opolskie;0
2000;1610;prudnicki;opolskie;0
2000;1611;strzelecki;opolskie;0
2000;1661;Opole;opolskie;1
2000;1801;bieszczadzki;podkarpackie;0
2000;1802;brzozowski;podkarpackie;0
2000;1803;dębicki;podkarpackie;0
2000;1804;jarosławski;podkarpackie;0
2000;1805;jasielski;podkarpackie;0
2000;1806;kolbuszowski;podkarpackie;0
2000;1807;krośnieński;podkarpackie;0
2000;1808;leżajski;podkarpackie;0
2000;1809;lubaczowski;podkarpackie;0
2000;1810;łańcucki;podkarpackie;0
2000;1811;mielecki;podkarpackie;0
2000;1812;niżański;podkarpackie;0
2000;1813;przemyski;podkarpackie;0
2000;1814;przeworski;podkarpackie;0
2000;1815;ropczycko-sędziszowski;podkarpackie;0
2000;1816;rzeszowski;podkarpackie;0
2000;1817;sanocki;podkarpackie;0
2000;1819;strzyżowski;podkarpackie;0
2000;1820;tarnobrzeski;podkarpackie;0
2000;1861;Krosno;podkarpackie;1
2000;1862;Przemyśl;podkarpackie;1
2000;1863;Rzeszów;podkarpackie;1
2000;1864;Tarnobrzeg;podkarpackie;1
2000;2001;augustowski;podlaskie;0
2000;2002;białostocki;podlaskie;0
2000;2003;bielski;podlaskie;0
2000;2004;grajewski;podlaskie;0
2000;2005;hajnowski;podlaskie;0
2000;2006;kolneński;podlaskie;0
2000;2007;łomżyński;podlaskie;0
2000;2008;moniecki;podlaskie;0
2000;2009;sejneński;podlaskie;0
2000;2010;siemiatycki;podlaskie;0
2000;2011;sokólski;podlaskie;0
2000;2012;suwalski;podlaskie;0
2000;2013;wysokomazowiecki;podlaskie;0
2000;2014;zambrowski;podlaskie;0
2000;2061;Białystok;podlaskie;1
2000;2062;Łomża;podlaskie;1
2000;2063;Suwałki;podlaskie;1
2000;2201;bytowski;pomorskie;0
2000;2202;chojnicki;pomorskie;0
2000;2203;człuchowski;pomorskie;0
2000;2204;gdański;pomorskie;0
2000;2205;kartuski;pomorskie;0
2000;2206;kościerski;pomorskie;0
2000;2207;kwidzyński;pomorskie;0
2000;2208;lęborski;pomorskie;0
2000;2209;malborski;pomorskie;0
2000;2210;nowodworski;pomorskie;0
2000;2211;pucki;pomorskie;0
2000;2212;słupski;pomorskie;0
2000;2213;starogardzki;pomorskie;0
2000;2214;tczewski;pomorskie;0
2000;2215;wejherowski;pomorskie;0
2000;2261;Gdańsk;pomorskie;1
2000;2262;Gdynia;pomorskie;1
2000;2263;Słupsk;pomorskie;1
2000;2264;Sopot;pomorskie;1
2000;2401;będziński;śląskie;0
2000;2402;bielski;śląskie;0
2000;2403;cieszyński;śląskie;0
2000;2405;gliwicki;śląskie;0
2000;2406;kłobucki;śląskie;0
2000;2407;lubliniecki;śląskie;0
2000;2408;mikołowski;śląskie;0
2000;2409;myszkowski;śląskie;0
2000;2410;pszczyński;śląskie;0
2000;2411;raciborski;śląskie;0
2000;2412;rybnicki;śląskie;0
2000;2413;tarnogórski;śląskie;0
2000;2414;bieruńsko-lędziński;śląskie;0
2000;2415;wodzisławski;śląskie;0
2000;2417;żywiecki;śląskie;0
2000;2462;Bytom;śląskie;1
2000;2463;Chorzów;śląskie;1
2000;2464;Częstochowa;śląskie;1
2000;2465;Dąbrowa Górnicza;śląskie;1
2000;2466;Gliwice;śląskie;1
2000;2467;Jastrzębie-Zdrój;śląskie;1
2000;2404;częstochowski;śląskie;0
2000;2416;zawierciański;śląskie;0
2000;2461;Bielsko-Biała;śląskie;1
2000;2468;Jaworzno;śląskie;1
2000;2469;Katowice;śląskie;1
2000;2470;Mysłowice;śląskie;1
2000;2471;Piekary Śląskie;śląskie;1
2000;2472;Ruda Śląska;śląskie;1
2000;2473;Rybnik;śląskie;1
2000;2474;Siemianowice Śląskie;śląskie;1
2000;2475;Sosnowiec;śląskie;1
2000;2477;Tychy;śląskie;1
2000;2478;Zabrze;śląskie;1
2000;2479;Żory;śląskie;1
2000;2601;buski;świętokrzyskie;0
2000;2602;jędrzejowski;świętokrzyskie;0
2000;2603;kazimierski;świętokrzyskie;0
2000;2604;kielecki;świętokrzyskie;0
2000;2605;konecki;świętokrzyskie;0
2000;2606;opatowski;świętokrzyskie;0
2000;2607;ostrowiecki;świętokrzyskie;0
2000;2608;pińczowski;świętokrzyskie;0
2000;2609;sandomierski;świętokrzyskie;0
2000;2610;skarżyski;świętokrzyskie;0
2000;2612;staszowski;świętokrzyskie;0
2000;2613;włoszczowski;świętokrzyskie;0
2000;2661;Kielce;świętokrzyskie;1
2000;2801;bartoszycki;warmińsko-mazurskie;0
2000;2802;braniewski;warmińsko-mazurskie;0
2000;2803;działdowski;warmińsko-mazurskie;0
2000;2804;elbląski;warmińsko-mazurskie;0
2000;2805;ełcki;warmińsko-mazurskie;0
2000;2806;giżycki;warmińsko-mazurskie;0
2000;2807;iławski;warmińsko-mazurskie;0
2000;2808;kętrzyński;warmińsko-mazurskie;0
2000;2809;lidzbarski;warmińsko-mazurskie;0
2000;2810;mrągowski;warmińsko-mazurskie;0
2000;2811;nidzicki;warmińsko-mazurskie;0
2000;2812;nowomiejski;warmińsko-mazurskie;0
2000;2813;olecko-gołdapski;warmińsko-mazurskie;0
2000;2814;olsztyński;warmińsko-mazurskie;0
2000;2815;ostródzki;warmińsko-mazurskie;0
2000;2816;piski;warmińsko-mazurskie;0
2000;2817;szczycieński;warmińsko-mazurskie;0
2000;2861;Elbląg;warmińsko-mazurskie;1
2000;2862;Olsztyn;warmińsko-mazurskie;1
2000;3001;chodzieski;wielkopolskie;0
2000;3002;czarnkowsko-trzcianecki;wielkopolskie;0
2000;3003;gnieźnieński;wielkopolskie;0
2000;3004;gostyński;wielkopolskie;0
2000;3005;grodziski;wielkopolskie;0
2000;3006;jarociński;wielkopolskie;0
2000;3007;kaliski;wielkopolskie;0
2000;3008;kępiński;wielkopolskie;0
2000;3009;kolski;wielkopolskie;0
2000;3010;koniński;wielkopolskie;0
2000;3011;kościański;wielkopolskie;0
2000;3012;krotoszyński;wielkopolskie;0
2000;3013;leszczyński;wielkopolskie;0
2000;3015;nowotomyski;wielkopolskie;0
2000;3016;obornicki;wielkopolskie;0
2000;3017;ostrowski;wielkopolskie;0
2000;3019;pilski;wielkopolskie;0
2000;3020;pleszewski;wielkopolskie;0
2000;3021;poznański;wielkopolskie;0
2000;3022;rawicki;wielkopolskie;0
2000;3023;słupecki;wielkopolskie;0
2000;3024;szamotulski;wielkopolskie;0
2000;3025;średzki;wielkopolskie;0
2000;3026;śremski;wielkopolskie;0
2000;3027;turecki;wielkopolskie;0
2000;3028;wągrowiecki;wielkopolskie;0
2000;3029;wolsztyński;wielkopolskie;0
2000;3030;wrzesiński;wielkopolskie;0
2000;3031;złotowski;wielkopolskie;0
2000;3061;Kalisz;wielkopolskie;1
2000;3062;Konin;wielkopolskie;1
2000;3063;Leszno;wielkopolskie;1
2000;3064;Poznań;wielkopolskie;1
2000;3201;białogardzki;zachodniopomorskie;0
2000;3202;choszczeński;zachodniopomorskie;0
2000;3203;drawski;zachodniopomorskie;0
2000;3204;goleniowski;zachodniopomorskie;0
2000;3205;gryficki;zachodniopomorskie;0
2000;3206;gryfiński;zachodniopomorskie;0
2000;3207;kamieński;zachodniopomorskie;0
2000;3208;kołobrzeski;zachodniopomorskie;0
2000;3209;koszaliński;zachodniopomorskie;0
2000;3210;myśliborski;zachodniopomorskie;0
2000;3211;policki;zachodniopomorskie;0
2000;3212;pyrzycki;zachodniopomorskie;0
2000;3213;sławieński;zachodniopomorskie;0
2000;3214;stargardzki;zachodniopomorskie;0
2000;3215;szczecinecki;zachodniopomorskie;0
2000;3216;świdwiński;zachodniopomorskie;0
2000;3217;wałecki;zachodniopomorskie;0
2000;3261;Koszalin;zachodniopomorskie;1
2000;3262;Szczecin;zachodniopomorskie;1
2000;3263;Świnoujście;zachodniopomorskie;1
2000;263;Wałbrzych;dolnośląskie;0
2000;1431;warszawski;mazowieckie;0
2001;203;głogowski;dolnośląskie;0
2001;204;górowski;dolnośląskie;0
2001;205;jaworski;dolnośląskie;0
2001;208;kłodzki;dolnośląskie;0
2001;209;legnicki;dolnośląskie;0
2001;210;lubański;dolnośląskie;0
2001;211;lubiński;dolnośląskie;0
2001;212;lwówecki;dolnośląskie;0
2001;213;milicki;dolnośląskie;0
2001;214;oleśnicki;dolnośląskie;0
2001;215;oławski;dolnośląskie;0
2001;216;polkowicki;dolnośląskie;0
2001;217;strzeliński;dolnośląskie;0
2001;218;średzki;dolnośląskie;0
2001;219;świdnicki;dolnośląskie;0
2001;220;trzebnicki;dolnośląskie;0
2001;221;wałbrzyski;dolnośląskie;0
2001;222;wołowski;dolnośląskie;0
2001;223;wrocławski;dolnośląskie;0
2001;224;ząbkowicki;dolnośląskie;0
2001;225;zgorzelecki;dolnośląskie;0
2001;226;złotoryjski;dolnośląskie;0
2001;261;Jelenia Góra;dolnośląskie;1
2001;262;Legnica;dolnośląskie;1
2001;264;Wrocław;dolnośląskie;1
2001;402;brodnicki;kujawsko-pomorskie;0
2001;403;bydgoski;kujawsko-pomorskie;0
2001;404;chełmiński;kujawsko-pomorskie;0
2001;405;golubsko-dobrzyński;kujawsko-pomorskie;0
2001;406;grudziądzki;kujawsko-pomorskie;0
2001;408;lipnowski;kujawsko-pomorskie;0
2001;409;mogileński;kujawsko-pomorskie;0
2001;410;nakielski;kujawsko-pomorskie;0
2001;411;radziejowski;kujawsko-pomorskie;0
2001;412;rypiński;kujawsko-pomorskie;0
2001;413;sępoleński;kujawsko-pomorskie;0
2001;414;świecki;kujawsko-pomorskie;0
2001;415;toruński;kujawsko-pomorskie;0
2001;416;tucholski;kujawsko-pomorskie;0
2001;417;wąbrzeski;kujawsko-pomorskie;0
2001;418;włocławski;kujawsko-pomorskie;0
2001;206;jeleniogórski;dolnośląskie;0
2001;407;inowrocławski;kujawsko-pomorskie;0
2000;2611;starachowicki;świętokrzyskie;0
2000;3014;międzychodzki;wielkopolskie;0
2000;3018;ostrzeszowski;wielkopolskie;0
2001;202;dzierżoniowski;dolnośląskie;0
2001;207;kamiennogórski;dolnośląskie;0
2001;401;aleksandrowski;kujawsko-pomorskie;0
2000;2476;Świętochłowice;śląskie;1
2001;419;żniński;kujawsko-pomorskie;0
2001;461;Bydgoszcz;kujawsko-pomorskie;1
2001;462;Grudziądz;kujawsko-pomorskie;1
2001;463;Toruń;kujawsko-pomorskie;1
2001;464;Włocławek;kujawsko-pomorskie;1
2001;601;bialski;lubelskie;0
2001;602;biłgorajski;lubelskie;0
2001;603;chełmski;lubelskie;0
2001;605;janowski;lubelskie;0
2001;607;kraśnicki;lubelskie;0
2001;608;lubartowski;lubelskie;0
2001;609;lubelski;lubelskie;0
2001;610;łęczyński;lubelskie;0
2001;611;łukowski;lubelskie;0
2001;612;opolski;lubelskie;0
2001;613;parczewski;lubelskie;0
2001;614;puławski;lubelskie;0
2001;615;radzyński;lubelskie;0
2001;616;rycki;lubelskie;0
2001;617;świdnicki;lubelskie;0
2001;618;tomaszowski;lubelskie;0
2001;619;włodawski;lubelskie;0
2001;620;zamojski;lubelskie;0
2001;662;Chełm;lubelskie;1
2001;663;Lublin;lubelskie;1
2001;664;Zamość;lubelskie;1
2001;801;gorzowski;lubuskie;0
2001;802;krośnieński;lubuskie;0
2001;803;międzyrzecki;lubuskie;0
2001;804;nowosolski;lubuskie;0
2001;805;słubicki;lubuskie;0
2001;806;strzelecko-drezdenecki;lubuskie;0
2001;807;sulęciński;lubuskie;0
2001;810;żagański;lubuskie;0
2001;811;żarski;lubuskie;0
2001;812;wschowski;lubuskie;0
2001;861;Gorzów Wielkopolski;lubuskie;1
2001;862;Zielona Góra;lubuskie;1
2001;1001;bełchatowski;łódzkie;0
2001;1002;kutnowski;łódzkie;0
2001;1003;łaski;łódzkie;0
2001;1004;łęczycki;łódzkie;0
2001;1005;łowicki;łódzkie;0
2001;1006;łódzki wschodni;łódzkie;0
2001;1007;opoczyński;łódzkie;0
2001;1008;pabianicki;łódzkie;0
2001;1009;pajęczański;łódzkie;0
2001;1010;piotrkowski;łódzkie;0
2001;1011;poddębicki;łódzkie;0
2001;1013;rawski;łódzkie;0
2001;1014;sieradzki;łódzkie;0
2001;1016;tomaszowski;łódzkie;0
2001;1017;wieluński;łódzkie;0
2001;1018;wieruszowski;łódzkie;0
2001;1020;zgierski;łódzkie;0
2001;1061;Łódź;łódzkie;1
2001;1062;Piotrków Trybunalski;łódzkie;1
2001;1063;Skierniewice;łódzkie;1
2001;1201;bocheński;małopolskie;0
2001;1202;brzeski;małopolskie;0
2001;1203;chrzanowski;małopolskie;0
2001;1204;dąbrowski;małopolskie;0
2001;1205;gorlicki;małopolskie;0
2001;1206;krakowski;małopolskie;0
2001;1207;limanowski;małopolskie;0
2001;1208;miechowski;małopolskie;0
2001;1209;myślenicki;małopolskie;0
2001;1210;nowosądecki;małopolskie;0
2001;1211;nowotarski;małopolskie;0
2001;1212;olkuski;małopolskie;0
2001;1213;oświęcimski;małopolskie;0
2001;1214;proszowicki;małopolskie;0
2001;1215;suski;małopolskie;0
2001;1216;tarnowski;małopolskie;0
2001;1217;tatrzański;małopolskie;0
2001;1218;wadowicki;małopolskie;0
2001;1219;wielicki;małopolskie;0
2001;1261;Kraków;małopolskie;1
2001;1262;Nowy Sącz;małopolskie;1
2001;1263;Tarnów;małopolskie;1
2001;1401;białobrzeski;mazowieckie;0
2001;1402;ciechanowski;mazowieckie;0
2001;1403;garwoliński;mazowieckie;0
2001;1404;gostyniński;mazowieckie;0
2001;1405;grodziski;mazowieckie;0
2001;1406;grójecki;mazowieckie;0
2001;1407;kozienicki;mazowieckie;0
2001;1408;legionowski;mazowieckie;0
2001;1409;lipski;mazowieckie;0
2001;1410;łosicki;mazowieckie;0
2001;1411;makowski;mazowieckie;0
2001;1412;miński;mazowieckie;0
2001;1413;mławski;mazowieckie;0
2001;1414;nowodworski;mazowieckie;0
2001;1415;ostrołęcki;mazowieckie;0
2001;1416;ostrowski;mazowieckie;0
2001;1417;otwocki;mazowieckie;0
2001;1418;piaseczyński;mazowieckie;0
2001;1419;płocki;mazowieckie;0
2001;1420;płoński;mazowieckie;0
2001;1421;pruszkowski;mazowieckie;0
2001;1422;przasnyski;mazowieckie;0
2001;1423;przysuski;mazowieckie;0
2001;1424;pułtuski;mazowieckie;0
2001;1425;radomski;mazowieckie;0
2001;1426;siedlecki;mazowieckie;0
2001;1427;sierpecki;mazowieckie;0
2001;1428;sochaczewski;mazowieckie;0
2001;1429;sokołowski;mazowieckie;0
2001;1430;szydłowiecki;mazowieckie;0
2001;1432;warszawski zachodni;mazowieckie;0
2001;1433;węgrowski;mazowieckie;0
2001;1434;wołomiński;mazowieckie;0
2001;1435;wyszkowski;mazowieckie;0
2001;1436;zwoleński;mazowieckie;0
2001;1437;żuromiński;mazowieckie;0
2001;1438;żyrardowski;mazowieckie;0
2001;1461;Ostrołęka;mazowieckie;1
2001;1462;Płock;mazowieckie;1
2001;1463;Radom;mazowieckie;1
2001;1464;Siedlce;mazowieckie;1
2001;1601;brzeski;opolskie;0
2001;1602;głubczycki;opolskie;0
2001;1603;kędzierzyńsko-kozielski;opolskie;0
2001;1604;kluczborski;opolskie;0
2001;1605;krapkowicki;opolskie;0
2001;1606;namysłowski;opolskie;0
2001;1607;nyski;opolskie;0
2001;1608;oleski;opolskie;0
2001;1609;opolski;opolskie;0
2001;1610;prudnicki;opolskie;0
2001;1611;strzelecki;opolskie;0
2001;1661;Opole;opolskie;1
2001;1801;bieszczadzki;podkarpackie;0
2001;1802;brzozowski;podkarpackie;0
2001;1803;dębicki;podkarpackie;0
2001;1804;jarosławski;podkarpackie;0
2001;1805;jasielski;podkarpackie;0
2001;1806;kolbuszowski;podkarpackie;0
2001;1807;krośnieński;podkarpackie;0
2001;1808;leżajski;podkarpackie;0
2001;1809;lubaczowski;podkarpackie;0
2001;808;świebodziński;lubuskie;0
2001;809;zielonogórski;lubuskie;0
2001;1015;skierniewicki;łódzkie;0
2001;1019;zduńskowolski;łódzkie;0
2001;661;Biała Podlaska;lubelskie;1
2001;1012;radomszczański;łódzkie;0
2001;1810;łańcucki;podkarpackie;0
2001;1811;mielecki;podkarpackie;0
2001;1812;niżański;podkarpackie;0
2001;1813;przemyski;podkarpackie;0
2001;1814;przeworski;podkarpackie;0
2001;1815;ropczycko-sędziszowski;podkarpackie;0
2001;1816;rzeszowski;podkarpackie;0
2001;1817;sanocki;podkarpackie;0
2001;1819;strzyżowski;podkarpackie;0
2001;1820;tarnobrzeski;podkarpackie;0
2001;1861;Krosno;podkarpackie;1
2001;1862;Przemyśl;podkarpackie;1
2001;1863;Rzeszów;podkarpackie;1
2001;1864;Tarnobrzeg;podkarpackie;1
2001;2001;augustowski;podlaskie;0
2001;2002;białostocki;podlaskie;0
2001;2003;bielski;podlaskie;0
2001;2004;grajewski;podlaskie;0
2001;2005;hajnowski;podlaskie;0
2001;2006;kolneński;podlaskie;0
2001;2007;łomżyński;podlaskie;0
2001;2008;moniecki;podlaskie;0
2001;2009;sejneński;podlaskie;0
2001;2010;siemiatycki;podlaskie;0
2001;2011;sokólski;podlaskie;0
2001;2012;suwalski;podlaskie;0
2001;2013;wysokomazowiecki;podlaskie;0
2001;2014;zambrowski;podlaskie;0
2001;2061;Białystok;podlaskie;1
2001;2062;Łomża;podlaskie;1
2001;2063;Suwałki;podlaskie;1
2001;2201;bytowski;pomorskie;0
2001;2202;chojnicki;pomorskie;0
2001;2203;człuchowski;pomorskie;0
2001;2204;gdański;pomorskie;0
2001;2205;kartuski;pomorskie;0
2001;2206;kościerski;pomorskie;0
2001;2207;kwidzyński;pomorskie;0
2001;2208;lęborski;pomorskie;0
2001;2209;malborski;pomorskie;0
2001;2210;nowodworski;pomorskie;0
2001;2211;pucki;pomorskie;0
2001;2212;słupski;pomorskie;0
2001;2213;starogardzki;pomorskie;0
2001;2214;tczewski;pomorskie;0
2001;2215;wejherowski;pomorskie;0
2001;2261;Gdańsk;pomorskie;1
2001;2262;Gdynia;pomorskie;1
2001;2263;Słupsk;pomorskie;1
2001;2264;Sopot;pomorskie;1
2001;2401;będziński;śląskie;0
2001;2402;bielski;śląskie;0
2001;2403;cieszyński;śląskie;0
2001;2405;gliwicki;śląskie;0
2001;2406;kłobucki;śląskie;0
2001;2407;lubliniecki;śląskie;0
2001;2408;mikołowski;śląskie;0
2001;2409;myszkowski;śląskie;0
2001;2410;pszczyński;śląskie;0
2001;2411;raciborski;śląskie;0
2001;2412;rybnicki;śląskie;0
2001;2413;tarnogórski;śląskie;0
2001;2414;bieruńsko-lędziński;śląskie;0
2001;2415;wodzisławski;śląskie;0
2001;2417;żywiecki;śląskie;0
2001;2462;Bytom;śląskie;1
2001;2463;Chorzów;śląskie;1
2001;2464;Częstochowa;śląskie;1
2001;2465;Dąbrowa Górnicza;śląskie;1
2001;2466;Gliwice;śląskie;1
2001;2467;Jastrzębie-Zdrój;śląskie;1
2001;2468;Jaworzno;śląskie;1
2001;2469;Katowice;śląskie;1
2001;2470;Mysłowice;śląskie;1
2001;2471;Piekary Śląskie;śląskie;1
2001;2472;Ruda Śląska;śląskie;1
2001;2473;Rybnik;śląskie;1
2001;2474;Siemianowice Śląskie;śląskie;1
